Id,Probability,binprob
233,0.010744189,0
234,0.016328064,0
235,0.006040839,0
236,0.230264954,0
237,0.110090581,0
238,0.006982921,0
239,0.025481194,0
240,0.013949129,0
241,0.039749013,0
242,0.012510505,0
243,0.004965336,0
244,0.026009782,0
245,0.064972925,0
246,0.015880071,0
247,0.034946796,0
248,0.008479275,0
249,0.033289755,0
250,0.253235361,0
251,0.04156246,0
252,0.293532137,0
253,0.006343065,0
254,0.115271597,0
255,0.012758934,0
256,0.011066135,0
257,0.033059163,0
258,0.187257851,0
259,0.052559231,0
260,0.098766087,0
261,0.012026124,0
262,0.014157887,0
263,0.008488141,0
264,0.050881784,0
265,0.061902216,0
266,0.011423465,0
267,0.056206063,0
268,0.03929097,0
269,0.250264915,0
270,0.005504501,0
271,0.024206718,0
272,0.059115541,0
273,0.008758994,0
274,0.012360332,0
275,0.008262482,0
276,0.014923023,0
277,0.019041141,0
278,0.006634439,0
279,0.083755649,0
280,0.022402862,0
281,0.559405514,1
282,0.060731695,0
283,0.057062296,0
284,0.011726681,0
285,0.012078154,0
286,0.010583196,0
287,0.015992301,0
288,0.02941612,0
289,0.051804347,0
290,0.073197194,0
291,0.379936556,0
292,0.012346853,0
293,0.022928971,0
294,0.009905709,0
295,0.005059849,0
296,0.021675073,0
297,0.010205165,0
298,0.021323672,0
299,0.005435615,0
300,0.005211346,0
301,0.076808552,0
302,0.005700983,0
303,0.013611788,0
304,0.028595408,0
305,0.433764529,0
306,0.028096412,0
307,0.011689817,0
308,0.34324583,0
309,0.221798578,0
310,0.018021049,0
311,0.479506716,0
312,0.024323761,0
313,0.319798545,0
314,0.049012752,0
315,0.040883188,0
316,0.069337937,0
317,0.273799023,0
318,0.005742148,0
319,0.01718744,0
320,0.075160665,0
321,0.110848661,0
322,0.014251214,0
323,0.010543782,0
324,0.00897121,0
325,0.092984793,0
326,0.009843914,0
327,0.013486765,0
328,0.011503532,0
329,0.030896799,0
330,0.007627516,0
331,0.013995298,0
332,0.012392735,0
333,0.014851905,0
334,0.042361306,0
335,0.035615628,0
336,0.045109712,0
337,0.01796101,0
338,0.310539815,0
339,0.050498404,0
340,0.016472188,0
341,0.004224893,0
342,0.016979973,0
343,0.016909946,0
344,0.048486474,0
345,0.03927387,0
346,0.020698259,0
347,0.389379418,0
348,0.12481446,0
349,0.016493083,0
350,0.013625027,0
351,0.074640802,0
352,0.048047405,0
353,0.004319469,0
354,0.091575442,0
355,0.019212319,0
356,0.009155312,0
357,0.612740601,1
358,0.006611103,0
359,0.044920698,0
360,0.20652532,0
361,0.022172958,0
362,0.013751739,0
363,0.005861538,0
364,0.016724367,0
365,0.219563792,0
366,0.065965422,0
367,0.020352545,0
368,0.06602359,0
369,0.011075966,0
370,0.388881851,0
371,0.012324337,0
372,0.095329847,0
373,0.008838656,0
374,0.009785843,0
375,0.018058363,0
376,0.00661347,0
377,0.018248336,0
378,0.007676817,0
379,0.013232352,0
380,0.016822803,0
381,0.009623152,0
382,0.022062158,0
383,0.054076479,0
384,0.146600096,0
385,0.011080816,0
386,0.00468144,0
387,0.004386629,0
388,0.023683005,0
389,0.028453875,0
390,0.014973275,0
391,0.003577232,0
392,0.008200699,0
393,0.014926859,0
394,0.092049976,0
395,0.013095976,0
396,0.004481174,0
397,0.08945007,0
398,0.111555083,0
399,0.006557982,0
400,0.02250329,0
401,0.009382511,0
402,0.007352375,0
403,0.018950676,0
404,0.00415558,0
405,0.680778947,1
406,0.680633333,1
407,0.019061014,0
408,0.079178671,0
409,0.024992036,0
410,0.016976428,0
411,0.018866599,0
412,0.029428893,0
413,0.082501619,0
414,0.017534345,0
415,0.007826967,0
416,0.203056244,0
417,0.098908841,0
418,0.036868277,0
419,0.007279122,0
420,0.023259024,0
421,0.007756842,0
422,0.007351207,0
423,0.025629882,0
424,0.009810914,0
425,0.00784969,0
426,0.008870024,0
427,0.064320958,0
428,0.014324136,0
429,0.116896155,0
430,0.011121642,0
431,0.25388728,0
432,0.008289717,0
433,0.014087965,0
434,0.013866421,0
435,0.053495365,0
436,0.03302013,0
437,0.050163142,0
438,0.063032771,0
439,0.008648135,0
440,0.031126916,0
441,0.016611596,0
442,0.033329987,0
443,0.044693792,0
444,0.009087966,0
445,0.035892794,0
446,0.235126424,0
447,0.007800067,0
448,0.066756601,0
449,0.036931877,0
450,0.007237769,0
451,0.037308284,0
452,0.01043779,0
453,0.085905204,0
454,0.020347693,0
455,0.060799522,0
456,0.021239053,0
457,0.049921159,0
458,0.01641764,0
459,0.059820852,0
460,0.012987972,0
461,0.014081786,0
462,0.06451401,0
463,0.012431065,0
464,0.068162857,0
465,0.033194785,0
466,0.011888631,0
467,0.00696646,0
468,0.019501726,0
469,0.007969729,0
470,0.189289703,0
471,0.007556238,0
472,0.009134695,0
473,0.341262496,0
474,0.033045558,0
475,0.024166661,0
476,0.011823841,0
477,0.008100752,0
478,0.014300206,0
479,0.048903975,0
480,0.01114883,0
481,0.049399972,0
482,0.012100506,0
483,0.041347715,0
484,0.067036392,0
485,0.005072973,0
486,0.229013041,0
487,0.051829586,0
488,0.055140227,0
489,0.233904283,0
490,0.056539529,0
491,0.007988671,0
492,0.022746881,0
493,0.431902053,0
494,0.019298534,0
495,0.262538835,0
496,0.024938655,0
497,0.011574687,0
498,0.012897327,0
499,0.051287138,0
500,0.012290941,0
501,0.017319148,0
502,0.018484654,0
503,0.033992864,0
504,0.0165806,0
505,0.006161059,0
506,0.23574318,0
507,0.057047661,0
508,0.005504118,0
509,0.004960118,0
510,0.009915043,0
511,0.01845736,0
512,0.225934302,0
513,0.051224135,0
514,0.024322082,0
515,0.019713294,0
516,0.309700559,0
517,0.006536952,0
518,0.013546538,0
519,0.005455398,0
520,0.020208903,0
521,0.014450384,0
522,0.006943526,0
523,0.079492255,0
524,0.067940517,0
525,0.062673136,0
526,0.490811098,0
527,0.0878397,0
528,0.008148176,0
529,0.247912367,0
530,0.017240184,0
531,0.009852217,0
532,0.006779326,0
533,0.014161233,0
534,0.011195052,0
535,0.013511041,0
536,0.00657007,0
537,0.020772298,0
538,0.061086477,0
539,0.016242191,0
540,0.009865491,0
541,0.017850648,0
542,0.01643469,0
543,0.125264806,0
544,0.106839712,0
545,0.020577658,0
546,0.008906887,0
547,0.101039068,0
548,0.007005185,0
549,0.004576931,0
550,0.168604783,0
551,0.234648167,0
552,0.182485511,0
553,0.018820965,0
554,0.007615148,0
555,0.148133204,0
556,0.012696214,0
557,0.021609494,0
558,0.018905883,0
559,0.084543441,0
560,0.073133581,0
561,0.00666826,0
562,0.01347304,0
563,0.078024522,0
564,0.048051781,0
565,0.076567502,0
566,0.01546101,0
567,0.006062473,0
568,0.018391436,0
569,0.447131404,0
570,0.047171019,0
571,0.112357042,0
572,0.014705613,0
573,0.010595364,0
574,0.066152619,0
575,0.071774779,0
576,0.0062099,0
577,0.05811368,0
578,0.009040889,0
579,0.125982358,0
580,0.007297398,0
581,0.012002517,0
582,0.013049069,0
583,0.00703751,0
584,0.017817026,0
585,0.02757188,0
586,0.007362034,0
587,0.016359044,0
588,0.051694279,0
589,0.017396542,0
590,0.011069552,0
591,0.137607419,0
592,0.018882362,0
593,0.017107253,0
594,0.015800057,0
595,0.182519986,0
596,0.050489024,0
597,0.016624687,0
598,0.025137483,0
599,0.025132581,0
600,0.007619108,0
601,0.009992007,0
602,0.037733631,0
603,0.0135964,0
604,0.01453582,0
605,0.08572155,0
606,0.011146486,0
607,0.092068204,0
608,0.030069625,0
609,0.369867232,0
610,0.01879872,0
611,0.035919368,0
612,0.005518686,0
613,0.010827271,0
614,0.022087104,0
615,0.019398699,0
616,0.005985158,0
617,0.092625318,0
618,0.011000346,0
619,0.015288691,0
620,0.018799018,0
621,0.0055719,0
622,0.027609988,0
623,0.018520823,0
624,0.034258798,0
625,0.07254736,0
626,0.48580529,0
627,0.120134984,0
628,0.011341669,0
629,0.011084159,0
630,0.129564179,0
631,0.008016281,0
632,0.025573801,0
633,0.006641066,0
634,0.027671684,0
635,0.121677096,0
636,0.005074083,0
637,0.007632053,0
638,0.017456529,0
639,0.103911968,0
640,0.005530427,0
641,0.008102176,0
642,0.31909503,0
643,0.125832494,0
644,0.514628511,1
645,0.07090896,0
646,0.273307518,0
647,0.022366291,0
648,0.107874881,0
649,0.006253625,0
650,0.014444091,0
651,0.357219921,0
652,0.011041178,0
653,0.040381054,0
654,0.451989078,0
655,0.011303386,0
656,0.021889515,0
657,0.00824985,0
658,0.007106631,0
659,0.091744769,0
660,0.145880413,0
661,0.027250639,0
662,0.217527514,0
663,0.103749276,0
664,0.097063261,0
665,0.467701289,0
666,0.003893275,0
667,0.014515359,0
668,0.090037451,0
669,0.358515031,0
670,0.033589884,0
671,0.010443262,0
672,0.08465613,0
673,0.049656808,0
674,0.005059159,0
675,0.374223209,0
676,0.138702808,0
677,0.026605129,0
678,0.026932656,0
679,0.035163192,0
680,0.189437911,0
681,0.029737125,0
682,0.018475973,0
683,0.043290286,0
684,0.01233404,0
685,0.10043056,0
686,0.004729369,0
687,0.006566808,0
688,0.011490122,0
689,0.093655297,0
690,0.019605102,0
691,0.045362642,0
692,0.322936127,0
693,0.017932314,0
694,0.039848771,0
695,0.031545911,0
696,0.015305889,0
697,0.007840435,0
698,0.042192777,0
699,0.254954702,0
700,0.013082278,0
701,0.005519153,0
702,0.235210133,0
703,0.120259405,0
704,0.37712881,0
705,0.014825274,0
706,0.009619976,0
707,0.026287003,0
708,0.010948244,0
709,0.022651895,0
710,0.007114755,0
711,0.031281747,0
712,0.13461291,0
713,0.012513551,0
714,0.010113513,0
715,0.012607637,0
716,0.427065599,0
717,0.010141371,0
718,0.032488088,0
719,0.025731712,0
720,0.008169941,0
721,0.00774341,0
722,0.013365732,0
723,0.045143107,0
724,0.011140042,0
725,0.22336578,0
726,0.02825837,0
727,0.015006858,0
728,0.032422788,0
729,0.083952366,0
730,0.512159768,1
731,0.028039599,0
732,0.027075871,0
733,0.009059878,0
734,0.01181482,0
735,0.091343409,0
736,0.042478448,0
737,0.060093925,0
738,0.128677644,0
739,0.018096552,0
740,0.00576654,0
741,0.018092687,0
742,0.017038021,0
743,0.045979938,0
744,0.030225256,0
745,0.012209976,0
746,0.040762956,0
747,0.009131813,0
748,0.032647249,0
749,0.023585997,0
750,0.058868214,0
751,0.153402766,0
752,0.005322549,0
753,0.013105802,0
754,0.005159567,0
755,0.040767295,0
756,0.013897707,0
757,0.044600675,0
758,0.011131823,0
759,0.013207455,0
760,0.013386807,0
761,0.009074853,0
762,0.046923496,0
763,0.121941351,0
764,0.006013463,0
765,0.022925932,0
766,0.062395524,0
767,0.005514131,0
768,0.066716207,0
769,0.011837842,0
770,0.140949815,0
771,0.008065144,0
772,0.130799696,0
773,0.103997935,0
774,0.011687715,0
775,0.053699677,0
776,0.011503557,0
777,0.086178025,0
778,0.01010651,0
779,0.011210914,0
780,0.382704263,0
781,0.111357765,0
782,0.019396019,0
783,0.014412931,0
784,0.087739976,0
785,0.014590971,0
786,0.12407086,0
787,0.033568507,0
788,0.02392899,0
789,0.106025294,0
790,0.127008404,0
791,0.020330909,0
792,0.311908158,0
793,0.157595324,0
794,0.016702764,0
795,0.257437681,0
796,0.004750108,0
797,0.092047319,0
798,0.011733589,0
799,0.333918833,0
800,0.016678345,0
801,0.020859781,0
802,0.012693312,0
803,0.047936454,0
804,0.012431182,0
805,0.278488174,0
806,0.031240754,0
807,0.007776598,0
808,0.129540117,0
809,0.033891928,0
810,0.043958873,0
811,0.058401245,0
812,0.041571917,0
813,0.024794382,0
814,0.013660511,0
815,0.143142164,0
816,0.050322132,0
817,0.007041222,0
818,0.023181981,0
819,0.009261347,0
820,0.057530793,0
821,0.016137259,0
822,0.181970592,0
823,0.009351578,0
824,0.021585268,0
825,0.011868039,0
826,0.023189476,0
827,0.035508097,0
828,0.025529418,0
829,0.011419117,0
830,0.023841628,0
831,0.151284314,0
832,0.018923537,0
833,0.162503277,0
834,0.010063822,0
835,0.041275944,0
836,0.026524288,0
837,0.101865128,0
838,0.017410869,0
839,0.109233024,0
840,0.337581246,0
841,0.131738401,0
842,0.056835273,0
843,0.187927201,0
844,0.064928861,0
845,0.59514023,1
846,0.601666512,1
847,0.013865855,0
848,0.009669253,0
849,0.150735377,0
850,0.024354622,0
851,0.025598582,0
852,0.022387044,0
853,0.063997874,0
854,0.027876422,0
855,0.003890015,0
856,0.031723526,0
857,0.039050264,0
858,0.03698373,0
859,0.005979341,0
860,0.057136749,0
861,0.288663675,0
862,0.004489285,0
863,0.009492605,0
864,0.010914597,0
865,0.008140293,0
866,0.007670788,0
867,0.005553383,0
868,0.107199398,0
869,0.035467626,0
870,0.010736918,0
871,0.01156295,0
872,0.035200062,0
873,0.007772903,0
874,0.005818901,0
875,0.005948309,0
876,0.038237538,0
877,0.014120785,0
878,0.022188128,0
879,0.008682358,0
880,0.033914259,0
881,0.013079939,0
882,0.069667244,0
883,0.106082028,0
884,0.047409207,0
885,0.006749103,0
886,0.017033078,0
887,0.067016285,0
888,0.448217352,0
889,0.042904947,0
890,0.060366542,0
891,0.012380147,0
892,0.007566786,0
893,0.587493754,1
894,0.703547619,1
895,0.020928841,0
896,0.014796585,0
897,0.012284085,0
898,0.005268767,0
899,0.018699505,0
900,0.004576514,0
901,0.091586149,0
902,0.031996599,0
903,0.009463476,0
904,0.008603227,0
905,0.0059682,0
906,0.016150174,0
907,0.082164863,0
908,0.156074654,0
909,0.040283244,0
910,0.024173742,0
911,0.042026719,0
912,0.037670412,0
913,0.006435476,0
914,0.012023923,0
915,0.035885059,0
916,0.024831001,0
917,0.018939906,0
918,0.011161886,0
919,0.023202166,0
920,0.024649025,0
921,0.058830285,0
922,0.096096374,0
923,0.10719687,0
924,0.017020999,0
925,0.014821428,0
926,0.10544798,0
927,0.047513624,0
928,0.017981637,0
929,0.033135915,0
930,0.247882879,0
931,0.3074445,0
932,0.014266159,0
933,0.021711099,0
934,0.103066548,0
935,0.005290906,0
936,0.006510927,0
937,0.007981305,0
938,0.008877154,0
939,0.024285273,0
940,0.0093313,0
941,0.081181544,0
942,0.009290119,0
943,0.082455578,0
944,0.196486301,0
945,0.018968366,0
946,0.016493239,0
947,0.045264698,0
948,0.014867208,0
949,0.014702613,0
950,0.010901162,0
951,0.007166765,0
952,0.104707304,0
953,0.076285668,0
954,0.006285049,0
955,0.124574596,0
956,0.055004638,0
957,0.013259469,0
958,0.021165962,0
959,0.01071202,0
960,0.01448114,0
961,0.011533438,0
962,0.014358558,0
963,0.007326085,0
964,0.012492187,0
965,0.019643319,0
966,0.034049322,0
967,0.040780083,0
968,0.027737953,0
969,0.284014498,0
970,0.247714042,0
971,0.009947472,0
972,0.340119244,0
973,0.024021773,0
974,0.067217099,0
975,0.006407443,0
976,0.025535838,0
977,0.06912032,0
978,0.028068781,0
979,0.050683464,0
980,0.613436166,1
981,0.004826551,0
982,0.006123246,0
983,0.01423802,0
984,0.010864988,0
985,0.024783964,0
986,0.24421753,0
987,0.008537551,0
988,0.007554076,0
989,0.01562188,0
990,0.02933882,0
991,0.017668005,0
992,0.004779466,0
993,0.008879098,0
994,0.022725038,0
995,0.006642685,0
996,0.299408574,0
997,0.005986301,0
998,0.019424923,0
999,0.01419998,0
1000,0.012482337,0
1001,0.004995866,0
1002,0.059889628,0
1003,0.018349576,0
1004,0.017184032,0
1005,0.060387837,0
1006,0.016513784,0
1007,0.031656729,0
1008,0.009569333,0
1009,0.021851058,0
1010,0.010334088,0
1011,0.023301097,0
1012,0.010270672,0
1013,0.013465421,0
1014,0.095100751,0
1015,0.017025731,0
1016,0.151343715,0
1017,0.010498204,0
1018,0.371533425,0
1019,0.024580155,0
1020,0.005422324,0
1021,0.015313205,0
1022,0.052938877,0
1023,0.021906296,0
1024,0.269114215,0
1025,0.02321359,0
1026,0.007418662,0
1027,0.020432614,0
1028,0.013786667,0
1029,0.005203385,0
1030,0.014585044,0
1031,0.008287244,0
1032,0.095838368,0
1033,0.01760413,0
1034,0.026444574,0
1035,0.007962577,0
1036,0.017232572,0
1037,0.011645883,0
1038,0.008229206,0
1039,0.007756495,0
1040,0.005170267,0
1041,0.11292668,0
1042,0.292529726,0
1043,0.013056781,0
1044,0.043706598,0
1045,0.017314307,0
1046,0.013674961,0
1047,0.012420748,0
1048,0.019493531,0
1049,0.022542782,0
1050,0.014578892,0
1051,0.016718311,0
1052,0.038853178,0
1053,0.189953075,0
1054,0.007050782,0
1055,0.069219685,0
1056,0.005986698,0
1057,0.004731601,0
1058,0.022082832,0
1059,0.099285228,0
1060,0.052907188,0
1061,0.08600742,0
1062,0.043350538,0
1063,0.015653172,0
1064,0.013485836,0
1065,0.134883944,0
1066,0.029681752,0
1067,0.030336361,0
1068,0.007113517,0
1069,0.009601938,0
1070,0.009993035,0
1071,0.011900086,0
1072,0.051836186,0
1073,0.418501309,0
1074,0.0180646,0
1075,0.013886897,0
1076,0.067410633,0
1077,0.058019696,0
1078,0.012694058,0
1079,0.186486345,0
1080,0.033554788,0
1081,0.024107438,0
1082,0.165328583,0
1083,0.012508155,0
1084,0.028609061,0
1085,0.018318567,0
1086,0.009465893,0
1087,0.025723362,0
1088,0.081359249,0
1089,0.364413223,0
1090,0.00780834,0
1091,0.011546318,0
1092,0.013008853,0
1093,0.079378691,0
1094,0.013101633,0
1095,0.123251293,0
1096,0.067755246,0
1097,0.063057568,0
1098,0.168186071,0
1099,0.11750062,0
1100,0.042696586,0
1101,0.021099977,0
1102,0.016457308,0
1103,0.023806442,0
1104,0.006784311,0
1105,0.038476433,0
1106,0.050571997,0
1107,0.025481194,0
1108,0.134825303,0
1109,0.079495214,0
1110,0.013625938,0
1111,0.020391002,0
1112,0.0148415,0
1113,0.015743614,0
1114,0.024132286,0
1115,0.010202035,0
1116,0.01718046,0
1117,0.041231801,0
1118,0.274489453,0
1119,0.016887123,0
1120,0.029920888,0
1121,0.038777624,0
1122,0.008313973,0
1123,0.034595415,0
1124,0.120076148,0
1125,0.018228338,0
1126,0.089523489,0
1127,0.011204556,0
1128,0.313637213,0
1129,0.02064896,0
1130,0.01941001,0
1131,0.010265731,0
1132,0.434860452,0
1133,0.039744854,0
1134,0.090749938,0
1135,0.18995019,0
1136,0.032634443,0
1137,0.017830117,0
1138,0.011352731,0
1139,0.014644656,0
1140,0.012391581,0
1141,0.028742892,0
1142,0.011173243,0
1143,0.132841458,0
1144,0.223507773,0
1145,0.031570374,0
1146,0.026492559,0
1147,0.068446138,0
1148,0.018954441,0
1149,0.023126363,0
1150,0.018224508,0
1151,0.016033796,0
1152,0.084363492,0
1153,0.01234461,0
1154,0.012887412,0
1155,0.079625224,0
1156,0.016529256,0
1157,0.452025098,0
1158,0.544604999,1
1159,0.06591883,0
1160,0.008842128,0
1161,0.202730591,0
1162,0.039794395,0
1163,0.032410807,0
1164,0.040777252,0
1165,0.061094781,0
1166,0.034993246,0
1167,0.350337388,0
1168,0.011891102,0
1169,0.032185495,0
1170,0.02125001,0
1171,0.433709424,0
1172,0.016812215,0
1173,0.020941184,0
1174,0.013106301,0
1175,0.087847223,0
1176,0.452741778,0
1177,0.480971746,0
1178,0.263337066,0
1179,0.028304537,0
1180,0.142248653,0
1181,0.467013234,0
1182,0.034898597,0
1183,0.043648111,0
1184,0.251169599,0
1185,0.031558908,0
1186,0.096162247,0
1187,0.101618959,0
1188,0.674331909,1
1189,0.059922088,0
1190,0.006873989,0
1191,0.484816667,0
1192,0.012502441,0
1193,0.47505439,0
1194,0.034612616,0
1195,0.107906699,0
1196,0.005906404,0
1197,0.009298392,0
1198,0.010740962,0
1199,0.085916673,0
1200,0.060396697,0
1201,0.05402458,0
1202,0.010220198,0
1203,0.006700617,0
1204,0.005161515,0
1205,0.019579084,0
1206,0.007284099,0
1207,0.561255002,1
1208,0.031338361,0
1209,0.089732779,0
1210,0.021227406,0
1211,0.100329865,0
1212,0.10546265,0
1213,0.005366448,0
1214,0.007178761,0
1215,0.691858442,1
1216,0.021488049,0
1217,0.060061976,0
1218,0.004661047,0
1219,0.123358329,0
1220,0.014221838,0
1221,0.046491685,0
1222,0.080888941,0
1223,0.208685497,0
1224,0.009770029,0
1225,0.061350773,0
1226,0.019558488,0
1227,0.007626848,0
1228,0.043063895,0
1229,0.363830296,0
1230,0.527593673,1
1231,0.011210908,0
1232,0.088435131,0
1233,0.015843357,0
1234,0.689791667,1
1235,0.7918,1
1236,0.010373997,0
1237,0.060698584,0
1238,0.488221515,0
1239,0.05553116,0
1240,0.019354588,0
1241,0.005135434,0
1242,0.02725393,0
1243,0.010317879,0
1244,0.027786416,0
1245,0.039383114,0
1246,0.133070003,0
1247,0.019074299,0
1248,0.010070733,0
1249,0.092196007,0
1250,0.018655307,0
1251,0.286040775,0
1252,0.091410075,0
1253,0.006667717,0
1254,0.110682935,0
1255,0.042168314,0
1256,0.06302238,0
1257,0.026555504,0
1258,0.015037322,0
1259,0.009992751,0
1260,0.19640115,0
1261,0.025599965,0
1262,0.109439805,0
1263,0.082665113,0
1264,0.01462997,0
1265,0.009342464,0
1266,0.046621305,0
1267,0.06833769,0
1268,0.074860874,0
1269,0.020482346,0
1270,0.027403099,0
1271,0.007785979,0
1272,0.288541493,0
1273,0.229577681,0
1274,0.083209161,0
1275,0.126810375,0
1276,0.543756545,1
1277,0.01980817,0
1278,0.281873624,0
1279,0.039882808,0
1280,0.009436791,0
1281,0.229055583,0
1282,0.019290814,0
1283,0.080732997,0
1284,0.076515361,0
1285,0.008922769,0
1286,0.020058659,0
1287,0.018007804,0
1288,0.086379535,0
1289,0.017201421,0
1290,0.036002894,0
1291,0.023005945,0
1292,0.107500264,0
1293,0.032723901,0
1294,0.574302865,1
1295,0.030473571,0
1296,0.006660916,0
1297,0.042862866,0
1298,0.006586112,0
1299,0.004781993,0
1300,0.082186016,0
1301,0.022535552,0
1302,0.015490186,0
1303,0.138476461,0
1304,0.065147573,0
1305,0.007983241,0
1306,0.004776522,0
1307,0.119149993,0
1308,0.005486455,0
1309,0.027906264,0
1310,0.104195805,0
1311,0.00491874,0
1312,0.013763554,0
1313,0.082361833,0
1314,0.012115101,0
1315,0.052673586,0
1316,0.028305078,0
1317,0.41321353,0
1318,0.014813584,0
1319,0.008492965,0
1320,0.020836962,0
1321,0.012135404,0
1322,0.023637598,0
1323,0.045886833,0
1324,0.057810831,0
1325,0.048751841,0
1326,0.016246216,0
1327,0.035783323,0
1328,0.037443624,0
1329,0.150117201,0
1330,0.022266988,0
1331,0.032724245,0
1332,0.005257843,0
1333,0.039204364,0
1334,0.016667507,0
1335,0.06891016,0
1336,0.060598367,0
1337,0.010779738,0
1338,0.052441265,0
1339,0.162857977,0
1340,0.037824844,0
1341,0.017914494,0
1342,0.018865493,0
1343,0.010089432,0
1344,0.019646357,0
1345,0.018048878,0
1346,0.010251615,0
1347,0.068465275,0
1348,0.076843013,0
1349,0.303624941,0
1350,0.021712865,0
1351,0.031382651,0
1352,0.040949848,0
1353,0.006114,0
1354,0.018765177,0
1355,0.042818395,0
1356,0.02025235,0
1357,0.044272611,0
1358,0.014671822,0
1359,0.023071837,0
1360,0.005004582,0
1361,0.265778406,0
